employee_id,age,department,job_level,education,location,tenure_years,salary,performance_rating,satisfaction_score,engagement_score,attrition,attrition_reason,training_hours,promotions,hire_date
EMP00446,51,Marketing,Director,Master,Chicago IL,10,165154,Exceeds Expectations,2.7,4.0,0,,68,0,2014-04-01
EMP00447,43,HR,Manager,Bachelor,Chicago IL,11,122169,Outstanding,2.1,1.1,0,,77,3,2016-12-01
EMP00448,29,Marketing,Manager,PhD,San Francisco CA,9,143110,Needs Improvement,3.8,2.1,0,,47,3,2013-08-08
EMP00449,55,Finance,Mid,PhD,Chicago IL,9,70734,Needs Improvement,4.1,4.1,1,Better Opportunity,61,4,2011-06-23
EMP00450,43,Marketing,Mid,Bachelor,San Francisco CA,15,89000,Needs Improvement,2.2,2.3,0,,4,3,2013-09-22
EMP00451,55,Product,Director,Master,Seattle WA,3,150134,Needs Improvement,1.2,4.4,0,,5,0,2018-11-07
EMP00452,58,Finance,Junior,Master,Seattle WA,9,65933,Exceeds Expectations,2.3,1.8,0,,15,2,2024-05-21
EMP00453,39,Marketing,Mid,Master,New York NY,3,65499,Exceeds Expectations,3.2,1.4,0,,18,5,2017-01-27
EMP00454,37,Finance,Manager,Bachelor,Austin TX,5,122334,Needs Improvement,4.6,3.2,0,,60,5,2020-09-18
EMP00455,46,Engineering,Junior,Master,New York NY,1,47821,Outstanding,1.7,3.4,0,,42,1,2013-04-19
EMP00456,51,Sales,VP,Master,Boston MA,4,193044,Outstanding,4.7,2.9,0,,59,3,2011-12-21
EMP00457,31,HR,Mid,Master,Seattle WA,8,94912,Exceeds Expectations,1.7,4.7,0,,62,0,2013-11-18
EMP00458,29,Sales,Lead,High School,Seattle WA,11,120684,Meets Expectations,1.7,4.1,0,,13,2,2016-10-28
EMP00459,41,Sales,VP,PhD,Seattle WA,14,203133,Meets Expectations,2.0,2.0,0,,8,2,2020-03-24
EMP00460,49,HR,VP,PhD,Austin TX,13,208586,Needs Improvement,3.2,1.9,0,,75,4,2017-06-17
EMP00461,57,Customer Success,Senior,PhD,New York NY,3,111936,Needs Improvement,2.2,2.6,0,,63,5,2013-04-12
EMP00462,35,Engineering,Junior,Bachelor,Seattle WA,4,74073,Meets Expectations,4.0,4.2,0,,68,2,2024-06-30
EMP00463,58,Product,Manager,PhD,Boston MA,14,126411,Exceeds Expectations,4.5,2.2,0,,44,0,2020-02-07
EMP00464,54,Engineering,Manager,High School,Boston MA,12,147775,Needs Improvement,2.2,2.5,1,Relocation,45,0,2014-01-12
EMP00465,23,Finance,VP,PhD,Seattle WA,7,204146,Outstanding,2.6,2.3,0,,55,4,2012-04-10
EMP00466,33,HR,Director,Bachelor,New York NY,15,154557,Outstanding,2.5,4.7,0,,16,1,2018-07-13
EMP00467,23,Engineering,Junior,High School,San Francisco CA,4,68636,Meets Expectations,3.6,4.9,0,,53,3,2026-05-03
EMP00468,33,Product,Manager,Bachelor,Seattle WA,14,136692,Meets Expectations,4.3,2.5,0,,77,0,2014-02-28
EMP00469,37,Customer Success,VP,PhD,Boston MA,8,203462,Needs Improvement,3.3,1.1,0,,47,0,2020-07-13
EMP00470,27,Customer Success,Director,PhD,Chicago IL,4,173926,Exceeds Expectations,4.9,4.9,0,,10,4,2020-02-29
EMP00471,52,Sales,Mid,Master,Chicago IL,2,87415,Needs Improvement,4.2,2.2,0,,1,3,2020-02-29
EMP00472,52,Customer Success,Manager,High School,Boston MA,10,133795,Meets Expectations,4.9,2.2,0,,76,5,2022-01-22
EMP00473,58,Finance,Director,High School,New York NY,8,152012,Exceeds Expectations,3.3,3.3,0,,62,0,2011-06-21
EMP00474,26,Marketing,Manager,High School,Chicago IL,8,128259,Needs Improvement,2.1,4.4,1,Compensation,75,5,2026-02-09
EMP00475,50,Marketing,Director,High School,New York NY,11,176471,Meets Expectations,4.1,1.9,0,,10,1,2018-07-01
EMP00476,53,Marketing,VP,Bachelor,Chicago IL,13,215243,Meets Expectations,3.6,3.9,0,,44,0,2025-01-18
EMP00477,29,Finance,VP,PhD,Boston MA,1,195491,Meets Expectations,2.9,2.9,0,,49,3,2011-07-13
EMP00478,55,Finance,Mid,High School,Austin TX,13,65388,Exceeds Expectations,4.2,2.5,0,,68,5,2018-06-07
EMP00479,49,Operations,VP,PhD,Boston MA,8,200976,Outstanding,4.2,2.0,0,,30,5,2021-04-13
EMP00480,43,HR,Manager,PhD,Austin TX,5,130265,Needs Improvement,3.7,4.3,0,,67,0,2023-06-19
EMP00481,36,Customer Success,Senior,High School,Boston MA,9,93254,Meets Expectations,1.1,1.4,0,,15,0,2026-04-01
EMP00482,58,Marketing,Lead,PhD,New York NY,5,134360,Needs Improvement,1.7,2.2,1,Career Growth,41,2,2020-07-09
EMP00483,26,Marketing,VP,Master,San Francisco CA,8,215464,Exceeds Expectations,2.6,5.0,1,Career Growth,8,3,2014-11-28
EMP00484,47,HR,Manager,High School,Seattle WA,5,141151,Meets Expectations,1.6,4.1,0,,33,0,2025-02-09
EMP00485,26,Engineering,Junior,High School,Boston MA,8,70468,Needs Improvement,4.6,1.6,0,,49,2,2012-09-06
EMP00486,43,Marketing,Director,PhD,Seattle WA,12,168829,Outstanding,3.8,4.1,1,Personal,8,4,2016-02-07
EMP00487,46,HR,Junior,PhD,Austin TX,15,48971,Exceeds Expectations,4.7,2.4,0,,80,5,2014-04-11
EMP00488,56,Sales,Senior,Bachelor,Chicago IL,10,87636,Meets Expectations,4.0,2.2,0,,5,3,2017-01-19
EMP00489,46,HR,Senior,Bachelor,San Francisco CA,3,105664,Outstanding,2.9,4.5,0,,4,1,2014-07-14
EMP00490,37,Engineering,Director,High School,Austin TX,15,162739,Outstanding,3.2,2.2,1,Work-Life Balance,7,2,2024-11-04
EMP00491,29,Engineering,Lead,Bachelor,Austin TX,6,131447,Meets Expectations,3.1,4.8,0,,4,5,2015-12-12
EMP00492,23,Marketing,Lead,High School,San Francisco CA,15,134726,Meets Expectations,1.2,3.8,0,,80,0,2016-01-28
EMP00493,28,Finance,VP,High School,Seattle WA,14,210028,Needs Improvement,3.4,4.3,0,,76,4,2019-05-06
EMP00494,34,HR,Junior,High School,Boston MA,13,56054,Exceeds Expectations,4.9,3.7,0,,73,4,2024-02-02
EMP00495,35,Marketing,Senior,Bachelor,Boston MA,1,104434,Outstanding,1.3,2.1,1,Work-Life Balance,70,1,2013-04-12
EMP00496,24,Customer Success,Mid,High School,Seattle WA,4,68275,Meets Expectations,3.5,2.5,0,,10,0,2020-10-13
EMP00497,27,Engineering,Mid,Bachelor,San Francisco CA,9,78638,Meets Expectations,4.2,2.9,0,,34,4,2024-12-18
EMP00498,37,Customer Success,Lead,Master,New York NY,5,125006,Needs Improvement,3.4,3.9,0,,53,0,2018-10-07
EMP00499,29,HR,Mid,PhD,Boston MA,3,85280,Meets Expectations,4.0,3.2,0,,26,2,2025-12-16
EMP00500,29,Engineering,Mid,High School,Austin TX,4,87454,Meets Expectations,4.6,3.0,0,,46,2,2022-04-24
EMP00501,38,HR,Lead,Bachelor,San Francisco CA,10,125211,Needs Improvement,4.0,1.2,0,,3,3,2022-04-02
EMP00502,37,Sales,Junior,Bachelor,Austin TX,14,64421,Exceeds Expectations,2.7,4.0,0,,41,1,2021-04-24
EMP00503,48,Sales,Mid,PhD,San Francisco CA,6,77305,Needs Improvement,1.3,3.3,0,,27,4,2019-02-14
EMP00504,46,Customer Success,Mid,Bachelor,New York NY,11,69469,Exceeds Expectations,1.8,2.4,0,,16,0,2021-05-09
EMP00505,30,Engineering,Senior,Master,Chicago IL,3,112906,Meets Expectations,2.7,4.0,0,,20,5,2015-09-27
EMP00506,57,Marketing,Manager,PhD,Seattle WA,7,122833,Meets Expectations,3.1,4.4,0,,35,0,2021-01-25
EMP00507,37,Product,Director,High School,Seattle WA,7,160724,Meets Expectations,1.9,4.7,0,,5,0,2011-07-30
EMP00508,54,Customer Success,Director,PhD,Seattle WA,1,163949,Needs Improvement,2.9,4.2,0,,30,0,2021-11-04
EMP00509,48,Engineering,Director,PhD,Boston MA,6,154348,Needs Improvement,2.0,5.0,0,,39,1,2026-04-17
EMP00510,58,Customer Success,VP,Master,Boston MA,0,204904,Meets Expectations,1.6,3.8,0,,59,5,2015-05-13
EMP00511,26,Engineering,VP,Bachelor,Boston MA,12,219276,Exceeds Expectations,3.1,2.2,0,,10,4,2011-08-10
EMP00512,25,Operations,Director,Master,New York NY,11,179097,Needs Improvement,2.5,2.9,1,Compensation,71,5,2016-06-27
EMP00513,35,Sales,Manager,Bachelor,New York NY,4,130974,Meets Expectations,1.5,2.9,0,,45,2,2021-10-19
EMP00514,25,Product,Senior,PhD,Boston MA,2,97216,Needs Improvement,2.9,3.1,0,,68,5,2017-06-19
EMP00515,45,Finance,Lead,Master,Austin TX,2,111171,Meets Expectations,2.8,1.3,0,,13,1,2022-12-26
EMP00516,31,Finance,Junior,PhD,Boston MA,15,49931,Exceeds Expectations,3.1,3.5,0,,69,1,2025-01-03
EMP00517,48,Customer Success,Senior,Master,Seattle WA,14,109173,Meets Expectations,2.2,1.3,0,,74,2,2020-05-05
EMP00518,55,Operations,Lead,Master,San Francisco CA,14,120007,Meets Expectations,1.5,4.2,0,,61,2,2025-06-08
EMP00519,25,Finance,VP,Master,San Francisco CA,4,201571,Meets Expectations,4.8,3.5,0,,22,5,2017-01-02
EMP00520,37,Marketing,Mid,Bachelor,San Francisco CA,3,66348,Exceeds Expectations,3.3,2.8,0,,71,5,2011-06-15
EMP00521,42,Engineering,Director,High School,Austin TX,11,154847,Exceeds Expectations,3.2,1.7,0,,51,3,2015-12-20
EMP00522,42,Marketing,Lead,PhD,New York NY,4,105140,Exceeds Expectations,3.2,3.0,0,,73,5,2014-09-12
EMP00523,58,Marketing,VP,High School,New York NY,14,201098,Meets Expectations,3.9,4.6,0,,3,3,2011-11-30
EMP00524,44,HR,Lead,Master,San Francisco CA,2,115694,Meets Expectations,3.6,3.3,1,Better Opportunity,10,4,2017-02-20
EMP00525,27,Customer Success,Director,Master,Seattle WA,12,156371,Needs Improvement,3.4,3.0,0,,18,5,2013-09-01
EMP00526,46,Product,Senior,Bachelor,Boston MA,11,85399,Needs Improvement,2.4,4.9,0,,56,5,2017-01-12
EMP00527,50,Product,VP,Bachelor,Chicago IL,9,195367,Outstanding,4.9,2.7,0,,76,0,2023-03-29
EMP00528,41,Marketing,Mid,High School,Austin TX,15,93427,Outstanding,2.3,4.7,0,,52,5,2011-10-12
EMP00529,33,Finance,Lead,Master,Chicago IL,14,128273,Outstanding,4.7,1.8,0,,62,0,2016-03-19
EMP00530,41,Finance,VP,Master,New York NY,15,208326,Meets Expectations,1.9,4.2,0,,60,0,2020-10-11
EMP00531,33,Finance,Lead,PhD,Austin TX,15,134713,Exceeds Expectations,2.0,1.5,0,,76,5,2022-07-02
EMP00532,52,Operations,Manager,Master,Chicago IL,13,148453,Needs Improvement,3.7,4.9,0,,73,0,2013-12-26
EMP00533,25,Finance,Mid,Master,New York NY,4,75475,Needs Improvement,3.8,2.4,0,,53,5,2012-01-08
EMP00534,40,Operations,Junior,High School,Chicago IL,9,62354,Meets Expectations,1.3,1.8,0,,21,4,2018-03-06
EMP00535,42,Operations,VP,Bachelor,Austin TX,9,198895,Exceeds Expectations,3.8,1.4,0,,17,4,2025-06-05
EMP00536,53,Finance,Senior,Bachelor,Chicago IL,13,96151,Meets Expectations,1.7,1.9,0,,78,5,2026-04-12
EMP00537,51,Sales,Lead,Master,San Francisco CA,2,108819,Exceeds Expectations,4.7,2.9,0,,56,4,2017-12-19
EMP00538,41,Operations,Mid,Bachelor,New York NY,0,89394,Meets Expectations,1.9,4.4,0,,16,1,2022-12-15
EMP00539,49,Marketing,Junior,High School,Austin TX,3,47547,Meets Expectations,2.9,2.7,1,Personal,65,4,2020-09-17
EMP00540,29,Engineering,Lead,Bachelor,Chicago IL,8,106418,Needs Improvement,3.7,4.0,1,Compensation,23,5,2017-06-24
EMP00541,27,Operations,Junior,Bachelor,Chicago IL,4,72717,Exceeds Expectations,2.1,3.3,0,,78,1,2022-10-15
EMP00542,22,Sales,Junior,High School,San Francisco CA,6,68455,Needs Improvement,2.1,4.6,1,Relocation,60,2,2025-06-06
EMP00543,28,Marketing,Lead,PhD,Austin TX,5,132352,Meets Expectations,2.5,1.9,0,,40,0,2016-07-02
EMP00544,55,Customer Success,Junior,High School,New York NY,4,61246,Needs Improvement,3.8,3.2,0,,63,0,2020-07-15
EMP00545,51,Product,Senior,PhD,San Francisco CA,9,107513,Exceeds Expectations,2.8,3.2,0,,8,3,2016-05-02
EMP00546,22,Operations,Mid,High School,San Francisco CA,15,87023,Needs Improvement,2.8,3.6,1,Career Growth,51,5,2020-03-03
EMP00547,32,Sales,Director,High School,San Francisco CA,2,161918,Outstanding,2.4,3.4,0,,54,5,2018-11-07
EMP00548,39,Customer Success,Senior,Master,San Francisco CA,12,96668,Outstanding,3.4,2.6,0,,58,0,2018-01-30
EMP00549,53,Sales,Senior,High School,Seattle WA,15,92563,Needs Improvement,1.5,1.4,0,,3,1,2016-10-26
EMP00550,42,Product,Manager,PhD,San Francisco CA,4,129920,Outstanding,1.4,1.3,0,,37,5,2021-09-30
EMP00551,54,Customer Success,Lead,PhD,Austin TX,8,122774,Needs Improvement,4.4,3.2,0,,49,3,2024-08-07
EMP00552,46,Operations,VP,Bachelor,Seattle WA,14,205062,Exceeds Expectations,1.7,3.6,1,Career Growth,17,2,2018-07-27
EMP00553,29,Product,Lead,High School,Seattle WA,15,126629,Meets Expectations,3.2,2.9,0,,33,3,2024-08-27
EMP00554,44,Product,Manager,Master,Boston MA,9,130501,Exceeds Expectations,3.4,1.5,1,Relocation,3,5,2016-03-07
EMP00555,28,Operations,Lead,Bachelor,San Francisco CA,13,116309,Meets Expectations,2.6,1.2,0,,39,4,2024-07-17
EMP00556,26,Sales,Director,PhD,Chicago IL,9,153750,Outstanding,1.1,2.3,0,,65,3,2015-03-29
EMP00557,52,Finance,Junior,High School,Boston MA,0,55371,Outstanding,2.6,3.3,1,Personal,26,2,2017-03-18
EMP00558,43,Customer Success,Manager,Bachelor,New York NY,5,140146,Needs Improvement,4.9,1.8,0,,33,0,2021-02-19
EMP00559,47,Finance,Manager,Master,New York NY,7,140465,Needs Improvement,1.4,4.4,0,,8,4,2015-05-18
EMP00560,35,Customer Success,Lead,PhD,Boston MA,11,131071,Exceeds Expectations,4.3,3.0,1,Relocation,40,1,2014-03-11
EMP00561,38,Product,Lead,PhD,San Francisco CA,14,127005,Meets Expectations,1.7,1.1,0,,59,2,2026-02-28
EMP00562,25,Product,Manager,PhD,Seattle WA,6,131936,Exceeds Expectations,2.0,4.0,0,,40,0,2021-10-09
EMP00563,48,HR,VP,PhD,San Francisco CA,8,216991,Meets Expectations,1.6,3.7,0,,14,1,2018-08-19
EMP00564,37,HR,Junior,Bachelor,San Francisco CA,9,60209,Needs Improvement,5.0,2.7,0,,34,1,2021-08-01
EMP00565,39,Engineering,Senior,High School,Austin TX,5,106112,Needs Improvement,4.9,2.9,0,,40,4,2025-10-26
EMP00566,26,Finance,VP,Bachelor,Austin TX,13,219385,Meets Expectations,3.6,1.4,0,,73,5,2023-04-05
EMP00567,55,Sales,Manager,Master,Chicago IL,8,136267,Exceeds Expectations,2.0,1.5,0,,49,5,2017-11-03
EMP00568,35,HR,Lead,High School,Seattle WA,4,108500,Exceeds Expectations,4.9,2.8,0,,68,2,2013-01-26
EMP00569,56,Sales,Senior,Master,Seattle WA,13,100560,Meets Expectations,4.9,4.5,0,,47,2,2014-09-01
EMP00570,24,Engineering,Director,Master,Boston MA,1,172632,Outstanding,3.7,2.0,0,,46,5,2017-10-25
EMP00571,37,Sales,Manager,Master,Austin TX,14,132729,Exceeds Expectations,4.8,4.7,1,Compensation,38,1,2012-12-16
EMP00572,42,Marketing,Lead,PhD,Boston MA,13,130864,Outstanding,4.5,4.3,1,Career Growth,42,5,2021-07-29
EMP00573,28,Product,VP,PhD,Boston MA,5,212887,Exceeds Expectations,1.3,2.7,0,,3,0,2012-01-25
EMP00574,50,Marketing,Director,High School,San Francisco CA,4,150100,Needs Improvement,3.5,2.3,0,,31,4,2022-01-25
EMP00575,48,Marketing,VP,Master,San Francisco CA,10,204794,Exceeds Expectations,3.9,2.0,0,,10,3,2012-03-11
EMP00576,47,Operations,Mid,High School,Seattle WA,12,92350,Meets Expectations,1.9,4.8,0,,25,2,2024-03-23
EMP00577,47,Marketing,Junior,High School,Boston MA,13,64673,Needs Improvement,1.4,2.5,1,Relocation,55,3,2020-02-28
EMP00578,36,Customer Success,Junior,PhD,San Francisco CA,6,51243,Outstanding,4.3,2.1,0,,55,1,2024-08-02
EMP00579,40,HR,VP,Bachelor,Chicago IL,6,203707,Exceeds Expectations,4.2,1.1,0,,57,1,2011-12-22
EMP00580,51,Operations,Manager,Bachelor,Boston MA,2,120338,Outstanding,4.5,4.9,0,,49,5,2018-11-08
EMP00581,38,Product,Director,Master,Chicago IL,2,153122,Outstanding,1.2,4.7,0,,76,5,2025-01-11
EMP00582,38,Engineering,Junior,Bachelor,New York NY,12,54912,Needs Improvement,3.7,1.5,0,,21,4,2019-09-16
EMP00583,51,Customer Success,Senior,Master,Austin TX,4,87937,Needs Improvement,3.1,1.6,0,,16,3,2016-01-06
EMP00584,45,Finance,Director,Master,Seattle WA,13,159270,Exceeds Expectations,2.1,4.3,0,,21,2,2018-12-01
EMP00585,31,Customer Success,VP,Master,San Francisco CA,14,191743,Outstanding,1.2,1.7,0,,59,3,2015-12-03
EMP00586,24,Sales,Lead,Bachelor,Austin TX,14,116682,Needs Improvement,3.2,2.8,0,,44,0,2025-09-09
EMP00587,40,HR,VP,High School,Chicago IL,5,217359,Meets Expectations,3.0,2.1,0,,73,1,2024-05-17
EMP00588,37,Product,Junior,PhD,New York NY,15,67180,Needs Improvement,2.3,2.1,1,Relocation,13,2,2019-06-23
EMP00589,27,Marketing,Junior,High School,New York NY,14,72220,Exceeds Expectations,2.9,3.5,0,,5,5,2021-07-01
EMP00590,58,Customer Success,Senior,High School,Chicago IL,4,91926,Needs Improvement,4.2,2.1,0,,77,3,2016-10-22
EMP00591,38,Sales,Lead,Bachelor,Seattle WA,5,112866,Meets Expectations,4.5,1.4,0,,51,2,2012-06-01
EMP00592,41,Marketing,Junior,Master,Boston MA,15,71250,Meets Expectations,4.2,2.2,0,,12,2,2015-04-14
EMP00593,50,HR,Lead,Master,Chicago IL,12,120611,Outstanding,3.4,1.4,0,,23,3,2014-09-06
EMP00594,24,Product,Junior,High School,New York NY,10,60188,Outstanding,3.6,3.9,0,,59,3,2013-08-02
EMP00595,52,Sales,VP,PhD,New York NY,9,194869,Meets Expectations,3.7,2.2,0,,72,0,2011-07-24
EMP00596,54,Sales,Junior,Master,New York NY,3,61733,Exceeds Expectations,1.4,3.6,0,,74,0,2021-10-02
EMP00597,51,Engineering,Junior,Master,Chicago IL,5,70761,Exceeds Expectations,2.6,1.3,1,Personal,58,5,2014-08-22
EMP00598,38,Customer Success,Manager,High School,Seattle WA,10,148552,Exceeds Expectations,1.8,1.3,0,,68,0,2020-11-22
EMP00599,29,Engineering,Lead,Master,Chicago IL,0,110627,Outstanding,2.8,2.6,0,,78,2,2016-02-14
EMP00600,41,Product,VP,High School,San Francisco CA,2,194098,Meets Expectations,1.8,4.3,1,Career Growth,18,5,2025-12-23
EMP00601,56,HR,Lead,High School,San Francisco CA,6,107821,Needs Improvement,2.9,2.9,0,,19,5,2025-03-08
EMP00602,52,Customer Success,Lead,High School,New York NY,0,133173,Outstanding,2.0,2.2,0,,1,0,2017-10-16
EMP00603,53,Product,Lead,Bachelor,Boston MA,9,106212,Outstanding,2.9,3.4,0,,7,4,2012-01-31
EMP00604,58,Engineering,Lead,High School,Seattle WA,10,123129,Outstanding,4.6,2.7,1,Relocation,44,3,2015-02-26
EMP00605,32,Product,Junior,Master,Chicago IL,9,68796,Meets Expectations,2.4,1.9,1,Personal,59,1,2022-01-28
EMP00606,46,Finance,Director,Bachelor,Chicago IL,13,177298,Outstanding,3.6,2.4,0,,26,2,2021-05-12
EMP00607,52,Sales,Director,PhD,New York NY,4,155678,Outstanding,3.4,1.4,0,,30,1,2021-07-09
EMP00608,44,Engineering,Junior,High School,New York NY,8,56699,Needs Improvement,1.7,4.4,0,,55,0,2018-08-30
EMP00609,57,HR,Junior,Master,San Francisco CA,7,60937,Needs Improvement,2.4,2.4,1,Personal,65,4,2016-08-25
EMP00610,25,Sales,Director,High School,Chicago IL,14,176181,Needs Improvement,4.4,1.4,0,,5,4,2015-08-16
EMP00611,29,Sales,Mid,High School,San Francisco CA,6,94851,Outstanding,3.9,3.8,0,,46,2,2011-08-08
EMP00612,34,Marketing,Junior,Master,New York NY,14,58623,Outstanding,1.0,4.3,0,,64,1,2015-05-18
EMP00613,45,Sales,Senior,Bachelor,San Francisco CA,13,96817,Outstanding,2.0,4.0,0,,54,3,2024-04-24
EMP00614,55,Product,Lead,High School,New York NY,11,105975,Needs Improvement,4.1,3.9,0,,40,3,2019-01-20
EMP00615,25,Marketing,Lead,Master,Seattle WA,12,129877,Needs Improvement,4.7,1.6,1,Career Growth,70,2,2020-01-10
EMP00616,22,Operations,Senior,Bachelor,Chicago IL,8,114498,Outstanding,4.7,3.8,0,,79,4,2024-04-23
EMP00617,44,Customer Success,Director,PhD,Boston MA,12,175408,Exceeds Expectations,2.2,1.1,0,,16,4,2023-03-08
EMP00618,27,Finance,Mid,Bachelor,New York NY,9,82083,Exceeds Expectations,3.5,1.1,0,,54,4,2013-08-19
EMP00619,25,Sales,Director,PhD,New York NY,11,158511,Needs Improvement,2.4,1.2,0,,73,5,2016-04-10
EMP00620,43,Engineering,Lead,Master,New York NY,7,131390,Meets Expectations,3.3,3.9,0,,36,5,2013-12-14
EMP00621,46,Marketing,Director,PhD,Austin TX,7,153448,Exceeds Expectations,3.3,4.3,0,,18,5,2023-11-06
EMP00622,48,Product,VP,High School,New York NY,2,193022,Outstanding,4.6,2.9,1,Personal,67,3,2025-01-02
EMP00623,38,Product,VP,PhD,San Francisco CA,15,210855,Outstanding,2.8,4.7,0,,18,4,2021-12-02
EMP00624,51,Marketing,Lead,PhD,Austin TX,4,128085,Outstanding,3.1,3.8,0,,20,4,2014-11-12
EMP00625,48,Operations,Junior,Master,New York NY,3,48960,Needs Improvement,2.2,3.1,0,,47,2,2022-10-10
EMP00626,23,Finance,Lead,Master,San Francisco CA,4,109657,Exceeds Expectations,2.7,4.7,0,,23,5,2026-01-15
EMP00627,29,Customer Success,Junior,Master,Seattle WA,11,47213,Outstanding,2.7,3.3,0,,60,5,2015-04-20
EMP00628,30,Marketing,VP,High School,Chicago IL,14,214958,Exceeds Expectations,2.8,4.5,0,,79,3,2022-03-03
EMP00629,47,Product,Mid,High School,San Francisco CA,10,82727,Exceeds Expectations,3.7,2.8,1,Personal,3,4,2012-12-18
EMP00630,29,Finance,Manager,PhD,Chicago IL,2,126305,Meets Expectations,3.2,4.0,0,,2,0,2012-10-17
EMP00631,39,Marketing,Junior,Master,Seattle WA,6,53037,Needs Improvement,4.4,3.3,0,,75,0,2025-06-14
EMP00632,23,Customer Success,VP,Master,Austin TX,10,204320,Outstanding,1.1,3.1,0,,14,0,2013-07-08
EMP00633,31,Marketing,Senior,High School,Chicago IL,5,93374,Meets Expectations,1.6,4.8,0,,41,1,2014-03-21
EMP00634,25,Engineering,Director,PhD,Austin TX,9,162777,Exceeds Expectations,1.6,4.6,1,Better Opportunity,25,1,2023-11-07
EMP00635,54,HR,Lead,PhD,Austin TX,12,108770,Needs Improvement,2.3,3.2,0,,52,5,2015-02-22
EMP00636,39,HR,Junior,PhD,Austin TX,3,53071,Outstanding,3.6,1.5,0,,64,1,2024-02-15
EMP00637,56,Marketing,Senior,High School,Austin TX,5,110625,Outstanding,4.8,4.8,0,,59,4,2023-07-20
EMP00638,32,Finance,Director,Master,Boston MA,0,151971,Outstanding,2.9,3.4,0,,27,4,2012-01-12
EMP00639,32,Finance,Junior,PhD,San Francisco CA,2,54851,Exceeds Expectations,3.8,4.3,1,Relocation,64,2,2011-12-28
EMP00640,38,Operations,Director,Master,Austin TX,14,158946,Outstanding,4.9,2.4,0,,17,5,2019-12-30
EMP00641,52,Engineering,Manager,PhD,Chicago IL,0,149538,Outstanding,1.7,3.2,1,Better Opportunity,9,4,2020-10-04
EMP00642,50,Engineering,VP,Bachelor,Boston MA,3,201566,Outstanding,2.5,3.4,0,,1,0,2012-08-26
EMP00643,34,Customer Success,Senior,Bachelor,Austin TX,14,85306,Exceeds Expectations,1.1,2.1,0,,78,5,2024-09-06
EMP00644,36,Finance,VP,High School,San Francisco CA,7,206181,Meets Expectations,1.1,3.0,0,,50,0,2013-08-21
EMP00645,54,Finance,Manager,High School,Chicago IL,15,125586,Meets Expectations,3.6,3.3,0,,16,5,2018-12-22
EMP00646,38,Sales,Mid,Master,Boston MA,7,93868,Needs Improvement,4.1,1.8,0,,71,3,2017-03-07
EMP00647,25,Engineering,Lead,PhD,New York NY,10,119173,Outstanding,2.6,1.5,0,,66,0,2024-09-13
EMP00648,39,HR,Junior,High School,Boston MA,13,62446,Needs Improvement,1.0,1.8,0,,28,5,2015-09-19
EMP00649,37,Product,Junior,PhD,Seattle WA,6,50389,Needs Improvement,1.3,3.5,0,,3,4,2011-09-15
EMP00650,38,Operations,VP,Bachelor,Austin TX,7,193533,Exceeds Expectations,4.8,4.3,0,,76,4,2020-10-07
EMP00651,28,Customer Success,VP,Master,Boston MA,14,208970,Outstanding,4.9,4.7,1,Better Opportunity,16,0,2015-05-31
EMP00652,41,Customer Success,Junior,PhD,Austin TX,13,47155,Outstanding,1.2,1.2,1,Relocation,52,1,2021-09-22
EMP00653,46,Engineering,Lead,PhD,Chicago IL,14,131055,Needs Improvement,3.5,1.4,0,,42,4,2025-08-26
EMP00654,28,HR,Junior,Master,New York NY,0,64502,Meets Expectations,3.4,4.4,0,,53,3,2014-06-08
EMP00655,37,Customer Success,Mid,Master,Chicago IL,4,91116,Exceeds Expectations,1.5,3.3,1,Relocation,18,1,2021-05-22
EMP00656,43,Customer Success,Senior,High School,San Francisco CA,9,97085,Meets Expectations,3.1,3.6,0,,64,4,2016-04-10
EMP00657,44,Engineering,Lead,PhD,Boston MA,6,111565,Meets Expectations,1.8,1.3,0,,59,4,2019-10-15
EMP00658,58,Operations,VP,PhD,San Francisco CA,10,210188,Needs Improvement,2.3,1.4,0,,0,5,2023-11-13
EMP00659,36,HR,Director,PhD,San Francisco CA,14,170444,Exceeds Expectations,2.9,4.1,0,,51,1,2024-04-15
EMP00660,22,Engineering,Senior,Master,Austin TX,2,96727,Meets Expectations,1.5,2.2,1,Better Opportunity,25,1,2020-02-15
EMP00661,36,Finance,Mid,High School,San Francisco CA,8,88554,Meets Expectations,4.4,2.0,0,,33,0,2022-08-01
EMP00662,30,Engineering,VP,PhD,San Francisco CA,12,211458,Exceeds Expectations,1.4,4.7,0,,47,2,2018-01-13
EMP00663,49,Marketing,Manager,PhD,Boston MA,2,123882,Meets Expectations,4.7,4.2,1,Work-Life Balance,40,4,2023-05-18
EMP00664,37,Product,Director,Master,San Francisco CA,1,175004,Meets Expectations,1.8,3.1,0,,6,5,2022-10-16
EMP00665,30,Finance,VP,Bachelor,Chicago IL,15,196856,Needs Improvement,4.1,4.2,0,,49,5,2014-12-07
EMP00666,55,Operations,Lead,PhD,New York NY,14,110865,Outstanding,2.5,3.8,0,,74,3,2015-04-10
EMP00667,36,Engineering,Mid,Bachelor,New York NY,6,79813,Outstanding,2.6,2.2,0,,32,4,2021-06-14
EMP00668,27,Sales,Mid,PhD,Seattle WA,9,79565,Exceeds Expectations,1.9,1.2,0,,59,3,2017-01-10
